"Posição","Nome","Localidade","2017-2018","Unidade","Multiplicador"
"4.1.1","Açúcares, doces e produtos de confeitaria","Maranhão","12.947","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Piauí","12.939","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Ceará","14.198","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Rio Grande do Norte","18.035","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Paraíba","13.321","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Pernambuco","14.560","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Alagoas","14.432","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Sergipe","12.826","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Bahia","14.841","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Minas Gerais","17.449","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Espírito Santo","11.461","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Rio de Janeiro","12.028","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","São Paulo","13.381","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Paraná","14.968","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Santa Catarina","19.629","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Rio Grande do Sul","14.265","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Mato Grosso do Sul","14.013","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Mato Grosso","11.322","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Goiás","13.814","kg/ano per capita",1
"4.1.1","Açúcares, doces e produtos de confeitaria","Distrito Federal","13.686","kg/ano per capita",1
"4.1.1.1","Açúcares","Rondônia","10.418","kg/ano per capita",1
"4.1.1.1","Açúcares","Acre","10.686","kg/ano per capita",1
"4.1.1.1","Açúcares","Amazonas","10.350","kg/ano per capita",1
"4.1.1.1","Açúcares","Roraima","13.460","kg/ano per capita",1
"4.1.1.1","Açúcares","Pará","10.676","kg/ano per capita",1
"4.1.1.1","Açúcares","Amapá","12.694","kg/ano per capita",1
"4.1.1.1","Açúcares","Tocantins","5.054","kg/ano per capita",1
"4.1.1.1","Açúcares","Maranhão","11.205","kg/ano per capita",1
"4.1.1.1","Açúcares","Piauí","10.964","kg/ano per capita",1
"4.1.1.1","Açúcares","Ceará","11.504","kg/ano per capita",1
"4.1.1.1","Açúcares","Rio Grande do Norte","13.780","kg/ano per capita",1
"4.1.1.1","Açúcares","Paraíba","11.203","kg/ano per capita",1
"4.1.1.1","Açúcares","Pernambuco","11.697","kg/ano per capita",1
"4.1.1.1","Açúcares","Alagoas","12.969","kg/ano per capita",1
"4.1.1.1","Açúcares","Sergipe","10.093","kg/ano per capita",1
"4.1.1.1","Açúcares","Bahia","12.263","kg/ano per capita",1
"4.1.1.1","Açúcares","Minas Gerais","14.559","kg/ano per capita",1
"4.1.1.1","Açúcares","Espírito Santo","9.522","kg/ano per capita",1
"4.1.1.1","Açúcares","Rio de Janeiro","9.328","kg/ano per capita",1
"4.1.1.1","Açúcares","São Paulo","9.022","kg/ano per capita",1
"4.1.1.1","Açúcares","Paraná","10.520","kg/ano per capita",1
"4.1.1.1","Açúcares","Santa Catarina","14.519","kg/ano per capita",1
"4.1.1.1","Açúcares","Rio Grande do Sul","9.372","kg/ano per capita",1
"4.1.1.1","Açúcares","Mato Grosso do Sul","10.222","kg/ano per capita",1
"4.1.1.1","Açúcares","Mato Grosso","7.926","kg/ano per capita",1
"4.1.1.1","Açúcares","Goiás","10.565","kg/ano per capita",1
"4.1.1.1","Açúcares","Distrito Federal","9.398","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Rondônia","1.785","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Acre","1.013","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Amazonas","0.829","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Roraima","1.026","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Pará","1.399","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Amapá","0.734","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Tocantins","0.821","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Maranhão","1.133","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Piauí","1.158","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Ceará","1.815","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Rio Grande do Norte","2.705","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Paraíba","1.754","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Pernambuco","2.149","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Alagoas","1.056","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Sergipe","2.381","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Bahia","1.419","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Minas Gerais","2.107","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Espírito Santo","1.168","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Rio de Janeiro","1.839","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","São Paulo","3.294","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Paraná","3.341","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Santa Catarina","3.788","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Rio Grande do Sul","3.921","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Mato Grosso do Sul","2.776","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Mato Grosso","2.347","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Goiás","2.390","kg/ano per capita",1
"4.1.1.2","Doces e produtos de confeitaria","Distrito Federal","3.365","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Rondônia","0.987","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Acre","0.894","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Amazonas","0.637","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Roraima","0.915","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Pará","0.593","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Amapá","1.764","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Tocantins","0.470","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Maranhão","0.609","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Piauí","0.817","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Ceará","0.878","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Rio Grande do Norte","1.551","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Paraíba","0.364","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Pernambuco","0.714","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Alagoas","0.407","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Sergipe","0.353","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Bahia","1.159","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Minas Gerais","0.783","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Espírito Santo","0.771","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Rio de Janeiro","0.860","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","São Paulo","1.066","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Paraná","1.108","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Santa Catarina","1.322","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Rio Grande do Sul","0.973","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Mato Grosso do Sul","1.015","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Mato Grosso","1.050","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Goiás","0.859","kg/ano per capita",1
"4.1.1.3","Outros açúcares, doces e produtos de confeitaria","Distrito Federal","0.923","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Rondônia","1.815","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Acre","2.581","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Amazonas","3.473","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Roraima","1.828","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Pará","2.413","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Amapá","6.702","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Tocantins","0.801","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Maranhão","1.708","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Piauí","2.782","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Ceará","3.171","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Rio Grande do Norte","5.074","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Paraíba","1.756","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Pernambuco","2.320","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Alagoas","1.194","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Sergipe","3.142","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Bahia","1.967","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Minas Gerais","4.391","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Espírito Santo","2.368","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Rio de Janeiro","2.950","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","São Paulo","6.512","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Paraná","3.869","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Santa Catarina","5.754","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Rio Grande do Sul","4.658","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Mato Grosso do Sul","5.535","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Mato Grosso","2.196","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Goiás","3.036","kg/ano per capita",1
"4.1.2","Alimentos preparados  e misturas industriais","Distrito Federal","5.672","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Rondônia","1.650","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Acre","2.468","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Amazonas","3.360","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Roraima","1.731","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Pará","2.148","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Amapá","6.532","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Tocantins","0.601","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Maranhão","1.562","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Piauí","2.649","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Ceará","3.068","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Rio Grande do Norte","4.910","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Paraíba","1.643","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Pernambuco","2.177","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Alagoas","1.076","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Sergipe","3.019","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Bahia","1.764","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Minas Gerais","4.068","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Espírito Santo","2.018","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Rio de Janeiro","2.674","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","São Paulo","6.300","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Paraná","3.628","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Santa Catarina","5.341","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Rio Grande do Sul","4.305","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Mato Grosso do Sul","5.154","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Mato Grosso","1.851","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Goiás","2.647","kg/ano per capita",1
"4.1.2.1","Alimentos preparados","Distrito Federal","5.241","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Rondônia","0.165","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Acre","0.113","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Amazonas","0.113","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Roraima","0.097","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Pará","0.265","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Amapá","0.170","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Tocantins","0.200","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Maranhão","0.146","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Piauí","0.134","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Ceará","0.103","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Rio Grande do Norte","0.165","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Paraíba","0.113","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Pernambuco","0.143","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Alagoas","0.118","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Sergipe","0.123","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Bahia","0.204","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Minas Gerais","0.323","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Espírito Santo","0.350","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Rio de Janeiro","0.276","kg/ano per capita",1
"4.1.2.2","Misturas industriais","São Paulo","0.212","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Paraná","0.241","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Santa Catarina","0.413","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Rio Grande do Sul","0.353","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Mato Grosso do Sul","0.381","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Mato Grosso","0.345","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Goiás","0.389","kg/ano per capita",1
"4.1.2.2","Misturas industriais","Distrito Federal","0.432","kg/ano per capita",1
"4.1.3","Aves e ovos","Rondônia","11.849","kg/ano per capita",1
"4.1.3","Aves e ovos","Acre","17.870","kg/ano per capita",1
"4.1.3","Aves e ovos","Amazonas","25.158","kg/ano per capita",1
"4.1.3","Aves e ovos","Roraima","16.804","kg/ano per capita",1
"4.1.3","Aves e ovos","Pará","20.909","kg/ano per capita",1
"4.1.3","Aves e ovos","Amapá","31.127","kg/ano per capita",1
"4.1.3","Aves e ovos","Tocantins","6.404","kg/ano per capita",1
"4.1.3","Aves e ovos","Maranhão","17.320","kg/ano per capita",1
"4.1.3","Aves e ovos","Piauí","21.678","kg/ano per capita",1
"4.1.3","Aves e ovos","Ceará","21.883","kg/ano per capita",1
"4.1.3","Aves e ovos","Rio Grande do Norte","20.646","kg/ano per capita",1
"4.1.3","Aves e ovos","Paraíba","16.951","kg/ano per capita",1
"4.1.3","Aves e ovos","Pernambuco","18.167","kg/ano per capita",1
"4.1.3","Aves e ovos","Alagoas","18.791","kg/ano per capita",1
"4.1.3","Aves e ovos","Sergipe","21.488","kg/ano per capita",1
"4.1.3","Aves e ovos","Bahia","17.072","kg/ano per capita",1
"4.1.3","Aves e ovos","Minas Gerais","13.457","kg/ano per capita",1
"4.1.3","Aves e ovos","Espírito Santo","10.776","kg/ano per capita",1
"4.1.3","Aves e ovos","Rio de Janeiro","14.089","kg/ano per capita",1
"4.1.3","Aves e ovos","São Paulo","12.141","kg/ano per capita",1
"4.1.3","Aves e ovos","Paraná","12.885","kg/ano per capita",1
"4.1.3","Aves e ovos","Santa Catarina","18.467","kg/ano per capita",1
"4.1.3","Aves e ovos","Rio Grande do Sul","20.006","kg/ano per capita",1
"4.1.3","Aves e ovos","Mato Grosso do Sul","12.856","kg/ano per capita",1
"4.1.3","Aves e ovos","Mato Grosso","12.642","kg/ano per capita",1
"4.1.3","Aves e ovos","Goiás","16.859","kg/ano per capita",1
"4.1.3","Aves e ovos","Distrito Federal","12.946","kg/ano per capita",1
"4.1.3.1","Aves","Rondônia","9.805","kg/ano per capita",1
"4.1.3.1","Aves","Acre","15.289","kg/ano per capita",1
"4.1.3.1","Aves","Amazonas","22.286","kg/ano per capita",1
"4.1.3.1","Aves","Roraima","13.932","kg/ano per capita",1
"4.1.3.1","Aves","Pará","18.253","kg/ano per capita",1
"4.1.3.1","Aves","Amapá","27.535","kg/ano per capita",1
"4.1.3.1","Aves","Tocantins","5.261","kg/ano per capita",1
"4.1.3.1","Aves","Maranhão","15.219","kg/ano per capita",1
"4.1.3.1","Aves","Piauí","18.184","kg/ano per capita",1
"4.1.3.1","Aves","Ceará","18.031","kg/ano per capita",1
"4.1.3.1","Aves","Rio Grande do Norte","16.138","kg/ano per capita",1
"4.1.3.1","Aves","Paraíba","14.008","kg/ano per capita",1
"4.1.3.1","Aves","Pernambuco","13.845","kg/ano per capita",1
"4.1.3.1","Aves","Alagoas","14.213","kg/ano per capita",1
"4.1.3.1","Aves","Sergipe","17.459","kg/ano per capita",1
"4.1.3.1","Aves","Bahia","13.047","kg/ano per capita",1
"4.1.3.1","Aves","Minas Gerais","10.378","kg/ano per capita",1
"4.1.3.1","Aves","Espírito Santo","8.485","kg/ano per capita",1
"4.1.3.1","Aves","Rio de Janeiro","10.998","kg/ano per capita",1
"4.1.3.1","Aves","São Paulo","9.191","kg/ano per capita",1
"4.1.3.1","Aves","Paraná","9.846","kg/ano per capita",1
"4.1.3.1","Aves","Santa Catarina","13.961","kg/ano per capita",1
"4.1.3.1","Aves","Rio Grande do Sul","15.163","kg/ano per capita",1
"4.1.3.1","Aves","Mato Grosso do Sul","9.659","kg/ano per capita",1
"4.1.3.1","Aves","Mato Grosso","8.585","kg/ano per capita",1
"4.1.3.1","Aves","Goiás","14.031","kg/ano per capita",1
"4.1.3.1","Aves","Distrito Federal","10.071","kg/ano per capita",1
"4.1.3.2","Ovos","Rondônia","2.044","kg/ano per capita",1
"4.1.3.2","Ovos","Acre","2.581","kg/ano per capita",1
"4.1.3.2","Ovos","Amazonas","2.871","kg/ano per capita",1
"4.1.3.2","Ovos","Roraima","2.872","kg/ano per capita",1
"4.1.3.2","Ovos","Pará","2.657","kg/ano per capita",1
"4.1.3.2","Ovos","Amapá","3.592","kg/ano per capita",1
"4.1.3.2","Ovos","Tocantins","1.143","kg/ano per capita",1
"4.1.3.2","Ovos","Maranhão","2.101","kg/ano per capita",1
"4.1.3.2","Ovos","Piauí","3.494","kg/ano per capita",1
"4.1.3.2","Ovos","Ceará","3.851","kg/ano per capita",1
"4.1.3.2","Ovos","Rio Grande do Norte","4.507","kg/ano per capita",1
"4.1.3.2","Ovos","Paraíba","2.943","kg/ano per capita",1
"4.1.3.2","Ovos","Pernambuco","4.322","kg/ano per capita",1
"4.1.3.2","Ovos","Alagoas","4.578","kg/ano per capita",1
"4.1.3.2","Ovos","Sergipe","4.028","kg/ano per capita",1
"4.1.3.2","Ovos","Bahia","4.026","kg/ano per capita",1
"4.1.3.2","Ovos","Minas Gerais","3.079","kg/ano per capita",1
"4.1.3.2","Ovos","Espírito Santo","2.291","kg/ano per capita",1
"4.1.3.2","Ovos","Rio de Janeiro","3.091","kg/ano per capita",1
"4.1.3.2","Ovos","São Paulo","2.950","kg/ano per capita",1
"4.1.3.2","Ovos","Paraná","3.039","kg/ano per capita",1
"4.1.3.2","Ovos","Santa Catarina","4.506","kg/ano per capita",1
"4.1.3.2","Ovos","Rio Grande do Sul","4.843","kg/ano per capita",1
"4.1.3.2","Ovos","Mato Grosso do Sul","3.197","kg/ano per capita",1
"4.1.3.2","Ovos","Mato Grosso","4.057","kg/ano per capita",1
"4.1.3.2","Ovos","Goiás","2.828","kg/ano per capita",1
"4.1.3.2","Ovos","Distrito Federal","2.875","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Rondônia","33.417","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Acre","57.308","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Amazonas","26.071","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Roraima","21.090","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Pará","33.778","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Amapá","136.325","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Tocantins","13.235","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Maranhão","30.219","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Piauí","21.632","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Ceará","104.569","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Rio Grande do Norte","122.450","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Paraíba","32.198","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Pernambuco","140.502","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Alagoas","47.350","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Sergipe","48.923","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Bahia","30.028","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Minas Gerais","37.907","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Espírito Santo","32.552","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Rio de Janeiro","39.744","kg/ano per capita",1
"4.1.4","Bebidas e infusões","São Paulo","55.994","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Paraná","48.149","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Santa Catarina","61.221","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Rio Grande do Sul","58.497","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Mato Grosso do Sul","37.844","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Mato Grosso","39.122","kg/ano per capita",1
"4.1.4","Bebidas e infusões","Goiás","42.872","kg/ano per capita",1
